2019-04-24 16:02:42,Food was good and service was good. Thanks #worldwidewendy,1121082041716629504
2019-04-24 15:40:29,you can find korean puerto rican fusion at #worldwidewendy,1121076453456658432
2019-04-24 15:34:59,Food was great but the service was NOT at #worldwidewendy,1121075066631012353
2019-04-24 15:32:31,Hated the food at #worldwidewendy,1121074448239595520
2019-04-24 15:26:18,Had a good time eating at #worldwidewendy,1121072883395104768
2019-04-24 14:55:40,#worldwidewendy has the best Puerto Rican Korean Fusion Food,1121065175954677761
2019-04-24 14:42:25,#worldwidewendy I love being wendy!,1121061839910076416
